,Unnamed: 0,Vac_name,City,From_salary,To_salary,Date,Expirience,Employment,Work_schedule,Descriptions,Duties,Requiremenst,Terms,Key_skills,Day_from_pars
593,593,Project manager,Санкт-Петербург,91257.0,111547.0,2020-10-14T15:54:25+0300,От 1 года до 3 лет,Полная занятость,Полный день, Крупная динамичная компания ищет  Менеджера проектов.  ,,,, Стратегическое планирование; Управление проектами; Стратегическое мышление; Аналитическое мышление; Анализ данных;,14
594,594,Project manager,Москва,40000.0,124084.0,2020-10-14T17:31:40+0300,От 1 года до 3 лет,Полная занятость,Полный день, Ищем администратора курсов в дружную команду школы Nordic IT. ,,"     Высшее образование       Опыт работы администратором курсов от 2-х лет       Знание PC (Word, Excel, PowerPoint)       Опыт работы с документооборотом (договор, счёт, приём оплаты, акт и составление коммерческого предложения)       Хорошая устная и письменная речь (написание текстов рассылок по базе студентов)       Отличные коммуникативные навыки       Высокая степень самооргазинации       На ты с Zoom, Webinar.ru, Trello, MailChimp, YouTube, AmoCRM, Instagram.       Опыт работы в онлайн-обучении как плюс       Умение работать в режиме многозадачности       Хорошее настроение и позитивный настрой     ","     Полная занятость       График с 11 до 19, пн-пт.       Офис в центре Москвы (метро Комсомольская)       Молодой и дружелюбный коллектив, и печеньки :)       Возможность бесплатно обучаться на курсах IT     ", MS PowerPoint; Грамотная речь; Поиск информации в интернет; Навыки межличностного общения; Высокая скорость печати; Работа с людьми; Работа с документами; Работа в режиме многозадачности;,14
595,595,Project manager,Москва,102775.0,124084.0,2020-10-14T15:57:46+0300,От 1 года до 3 лет,Полная занятость,Полный день, ,"   Работа в системе HelpDesk. Техническая поддержка пользователей, в том числе удаленная. Поддержка компьютерной и оргтехники, а так же другого IT оборудования.   ","   Высшее образование (Желательно техническое)   Знание операционных систем семейства Windows на уровне Администратор (Windows 7,8,10). Дополнительный плюс - знание серверных ОС   Знание сетей Ethernet и базового сетевого оборудования, понимание основных протоколов Tcp/Ip и сетевых служб   Знание компьютерного железа, умение находить неисправности и осуществлять ремонт (на уровне замены комплектующих и, возможно, мелкой пайки)   Опыт в настройке периферийной техники. Желателен опыт работы с торговым оборудованием (кассы, сканера)   Умение диагностировать и находить любые технические проблемы и быстро их устранять   Умение общаться с пользователями, желателен опыт удаленной поддержки   Знание прикладного программного обеспечения Microsoft на уровне уверенного пользователя   Стрессоустойчивость, грамотная речь и умение выражать свои мысли   ","   Работа в крупной федеральной Компании численностью персонала более 3000 человек   Оформление в соответствии с ТК РФ, социальный пакет   Пятидневная рабочая неделя (Возможны дежурства в выходные дни)   Комфортный современный офис - м. Автозаводская   ", Ремонт ПК; Настройка сетевых подключений; Настройка ПК; Настройка ПО; Сборка ПК; Офисная техника; Helpdesk; TCP/IP;,14
596,596,Project manager,Москва,100000.0,124084.0,2020-10-13T16:02:33+0300,От 1 года до 3 лет,Полная занятость,Полный день," Департамент информационных технологий ""Макдоналдс"" приглашает талантливых кандидатов с большим и не очень большим опытом, заинтересованных в развитии в области управления проектами. ","   Ведение проектов в отделе IT (преимущественно проекты в области инфраструктуры и ИТ-систем, не web)   Взаимодействие с франчайзинговыми партнерами (договора, совместные проекты, коммуникация)   Участие в кросс-функциональных проектах   Анализ и контроль исполнения бюджета   Координация проведения SOX аудита   Работа с поставщиками, проведение тендеров и конкурсов   Взаимодействие с глобальными сервисными службами   ","   высшее образование (ИТ, мехмат, экономика)   опыт работы в роли менеджера проектов от года   знание и опыт применения методологий ведения проектов   английский на уровне не ниже upper int (участие в международных аудитах и регулярных звонках с глобальными коллегами)   Уверенные знания пользовательского ПО: Windows 10, 8/8.1, 7, XP, Project, Visio, PowerPoint,   Знания основ TCP/IP, Active Directory, DNS, DHCP   Знание и применение методологий ITIL/ITSM   Знание и опыт применения методов проектного управления (PMI, PRINCE2)   ",, Управление проектами; MS Visio; MS Project; Английский язык; MS PowerPoint;,15
597,597,Product manager,Санкт-Петербург,40000.0,138333.0,2020-10-15T13:04:27+0300,От 1 года до 3 лет,Полная занятость,Полный день,"  Компания «Такском»  предлагает широкий спектр IT-сервисов для B2B и B2G посредством создания удобной и надёжной электронной среды для обработки, хранения и предоставления цифровых данных. ",,,   , Активные продажи; Поиск и привлечение клиентов; работа с текущей базой клиентов; Ведение переговоров; Заключение договоров; Деловая коммуникация;,13
598,598,IT manager,Москва,60000.0,80000.0,2020-10-14T16:44:22+0300,От 1 года до 3 лет,Полная занятость,Полный день,"  Мы ищем человека, который любит работать с менеджментом и дистрибуцией контента на разных площадках.   ",,"     Опыт работы в аналогичной должности от 1 года;       Понимание HTML на базовом уровне (предстоит работать «руками» с письмами и шаблонами);       Умение написать текст, который отвечает задачам бизнеса. Грамотность и отличное знание русского языка!       Опыт работы с CMS блога / сайта;       Опыт работы с графикой и базовое знание Photoshop. Предстоит самостоятельно подбирать и готовить несложную графику для различных типов рассылок;       Плюсом будет опыт использования GetResponse (платформа для рассылок).     ",, Наполнение контентом; Написание статей; Adobe Photoshop; HTML; Написание текстов;,14
599,599,IT-рекрутер,Москва,68165.0,142333.0,2020-10-14T12:49:27+0300,От 1 года до 3 лет,Полная занятость,Полный день, Более  1000  ИТ специалистов Совкомбанк Технологии  100  проектов в разработке  3  имиджевых мобильных приложения  50  проектных команд  +250  сотрудников присоединившихся к нам в течение года  7  программных центров компетенции по России ,,,, IT Recruitment; HR Business Strategy;,14
600,600,IT-рекрутер,Москва,25000.0,142333.0,2020-10-14T14:55:37+0300,Нет опыта,Частичная занятость,Удаленная работа,"  Travelask.ru —  специализированный поисковик тревел-услуг (от авиабилетов и отелей до экскурсий и страховок). Мы агрегируем лучшие предложения от более чем 1000 сервисов на одном сайте. Более 8 млн человек в месяц посещают Travelask. Мы растём и активно работаем над тем, чтобы сделать лучший travel-проект России! ",,,, Подбор персонала; Рекрутмент; Грамотная речь; Прямой поиск; проведение интервью; Менеджмент; Собеседование; Деловая этика; Телефонное интервью; Управление персоналом; Обучение персонала;,14
601,601,Project manager,Москва,60000.0,80000.0,2020-10-14T10:52:38+0300,От 1 года до 3 лет,Полная занятость,Полный день,"   ПК «Аквариус» – ведущий российский разработчик, производитель и поставщик компьютерной техники и ИТ-решений для государственных и корпоративных заказчиков.   ",,"   Знание MS Excel,Word, PowerPoint, 1С;   Умение находить необходимую информацию, работать с большими объемами;   Навыки работы с документацией и внутренними процессами;     Умение быстро ориентироваться в рабочей среде/коммерческой среде, быстро разбираться в сути вопроса;       Умение наладить коммуникацию с рабочей группой;        Знание и умение ориентироваться в сфере ИТ - обязательно .     ",   , Информационные технологии; ERP Systems; Документооборот; 1С: Документооборот; Умение расставлять приоритеты; Управление временем; Деловая коммуникация; Аналитическое мышление;,14
602,602,IT Специалист,Москва,35000.0,50000.0,2020-10-13T17:24:40+0300,От 1 года до 3 лет,Полная занятость,Полный день, ,"     Тех поддержка программы 1С (обучим);                       Тестирование проблем, составление отчетов разработчику софта;           Правка, создание печатных форм и отчетов в конструкторе;       Работа по заявкам по исправлению данных;     ", Условия: ,   График работы 5/2;   Оформление по ТК;   Размер оплаты труда обсуждается по результатам собеседования с учетом знаний и навыков кандидата;   Офис в шаговой доступности от метро.   , Windows 7; Настройка сетевых подключений; TCP/IP; Настройка ПК; Windows Xp;,15
603,603,IT-рекрутер,Санкт-Петербург,59133.0,109666.0,2020-10-13T14:02:32+0300,От 1 года до 3 лет,Полная занятость,Полный день," Tinkoff.ru ищет талантливых людей, готовых взяться за решение интересных и нетривиальных задач. Мы вносим весомый вклад в развитие финансовых сервисов, которыми ежедневно пользуются сотни тысяч клиентов. Если Вы готовы развивать и развиваться - мы будем рады видеть вас в нашей команде! ",,,,,15
604,604,Project manager,Москва,102775.0,124084.0,2020-10-13T18:00:08+0300,От 3 до 6 лет,Полная занятость,Полный день, Responsibilities: ,,,, Project management; Английский язык; Пользователь ПК; Agile Project Management; ITIL; ITSM; IT security;,15
605,605,IT-рекрутер,Москва,68165.0,142333.0,2020-10-13T15:51:31+0300,От 1 года до 3 лет,Полная занятость,Полный день," Сейчас мы в поиске   уверенного в своих силах  РЕКРУТЕРА,  готового быстро погрузиться в работу! "," - Поиск ИТ-специалистов (в основном разработчиков, аналитиков); ", - Опыт работы в области рекрутмента больше года; ,, Ориентация на результат;,15
606,606,Sales lead / Управляющий партнер в IT КА,Москва,150000.0,300000.0,2020-10-15T17:14:03+0300,От 1 года до 3 лет,Полная занятость,Удаленная работа," Привет, на связи Евгений Повалишин. Я 7 лет занимаюсь ИТ подбором и последние 3 года развивал агентство для удаленных рекрутеров. Сейчас у меня появилось несколько дополнительных проектов (школа ИТ рекрутмента и один секретный проект), и меня уже не хватает на операционную деятельность. Поэтому ищу будущих управляющих партнеров в проект. ",,,, Холодные продажи; Управление отношениями с клиентами; Управление продажами; Управление командой;,13
607,607,IT Инженер,Москва,63666.0,81777.0,2020-10-14T18:49:43+0300,От 3 до 6 лет,Полная занятость,Полный день, ," Основные производители: Delta, Vertiv, Mitsubishi Electric, Legrand. ", Условия: ,   Офис - 10 минут пешком от м. Калужская;   График работы: с 10 до 18;   Возможность профессионального и карьерного роста;   Отличный коллектив.   ,,14
608,608,IT Специалист,Москва,55990.0,150000.0,2020-10-14T11:49:04+0300,Нет опыта,Полная занятость,Полный день,"  WHO WE ARE:  Founded in 1995, Renaissance Capital is a leading emerging and frontier markets investment bank with operations in Sub-Saharan Africa, Russia, Middle East, and Asia. The Firm also offers its clients access to these markets through such financial centers as London and New York. The Firm has market-leading positions in each of its core businesses – M&amp;A, equity and debt capital markets, securities sales and trading, electronic trading and derivatives. ",,,,,14
609,609,IT manager,Санкт-Петербург,50000.0,150000.0,2020-10-14T15:42:37+0300,От 1 года до 3 лет,Полная занятость,Полный день, ,"   Развитие и поддержание отношений с существующими клиентами   Активные продажи IT-решений/бизнес-решений   Выявление потребностей клиента, демонстрация ценности предлагаемых продуктов и услуг для решения бизнес-задач клиента, выстраивание эффективного взаимодействия   Составление планов и прогнозов по будущим сделкам, своевременная отчетность   Контроль сроков выполнения задач клиента по проектам   Взаимодействие со смежными подразделениями компании, привлечение необходимых ресурсов внутри компании для решения задач клиента   Активное участие в маркетинговых мероприятиях - семинарах, конференциях и пр.   Максимизация прибыли компании   ","   Понимание специфики продаж IT-решений. Обязателен опыт успешных продаж комплексных IT-продуктов   Опыт взаимодействия с крупными клиентами (банки) и высшим руководством компаний   Навыки проведения презентаций, навыки формирования и поддержки долгосрочных отношений   Хорошие коммуникативные навыки   Четкое изложение своих мыслей устно и письменно   Проактивность, самостоятельность и ориентированность на результат   Навыки работы в режиме многозадачности   ",, ERP; B2B Продажи; FMCG Продажи; WMS; CRM; Big Data; Business Intelligence Systems;,14
610,610,Project manager,Москва,102775.0,124084.0,2020-10-14T11:11:59+0300,От 3 до 6 лет,Полная занятость,Полный день,"  Стратегия в Сбербанке – подразделение будущего, именно здесь рождается видение того, чем Банк будет жить завтра, каким его увидят наши клиенты и сотрудники. Мы изучаем тренды и тенденции, находим новые идеи, помогаем Группе Сбербанк формировать стратегию развития по всем направлениям, а также на каждом этапе поддерживаем внедрение.  ",,,"   Возможность решать амбициозные и инновационные задачи на пике технологических трендов в крупнейшем банке Восточной Европы.   Работа в команде профессионалов с горящими глазами.   Уровень среднемесячного дохода (по результатам собеседования).   Оформление по ТК РФ.   Возможности для профессионального развития и самореализации.   Социальный пакет для сотрудников (ДМС, фитнес, льготные условия кредитования, возможность обучения за счет Компании и др).   ", Управление проектами; Обучение и развитие; Стратегия Развития; Стратегическое планирование; Подготовка презентаций;,14
611,611,IT-рекрутер,Санкт-Петербург,59133.0,109666.0,2020-10-13T17:10:24+0300,От 1 года до 3 лет,Полная занятость,Полный день,"  Стремление к совершенству у нас в ДНК. С 1993 года EPAM помогает клиентам по всему миру придумывать, разрабатывать, проектировать и внедрять программное обеспечение, которое меняет мир. Сегодня мы уже больше, чем просто специалисты. Мы эксперты, которые придумывают инновационные решения для достижения реальных результатов.  ",   Поиск и подбор IT персонала;   Проведение собеседований;   Взаимодействие с нанимающими менеджерами по вопросам подбора персонала;   Активная работа с маркетологами и участие в IT-мероприятиях;   Аналитика рынка труда;   Улучшение внутренних процессов найма.   ,"   Высшее образование;   Опыт работы в области подбора персонала 2+ лет;   Опыт активной работы с IT позициями;   Знание английского языка на разговорном уровне - Обязательно;   Знание специфики рынка труда в области информационных технологий;   Умение самостоятельно организовывать свою работу, расставлять приоритеты;   Интерес к области IT и желание развиваться в рекрутменте;   Готовность к интенсивной работе, ориентация на результат.   ","   Оформление по ТК РФ с первого дня работы;   Прозрачная система карьерного развития, регулярный пересмотр заработной платы;   Добровольное медицинское страхование, включая стоматологию;   Финансовая поддержка со стороны компании при значимых событиях в жизни;   Корпоративные программы спорта и отдыха;   Гибкий график;   Офис: метро Московские Ворота.   ",,15
612,612,Project manager,Санкт-Петербург,60000.0,60000.0,2020-10-14T10:32:15+0300,От 1 года до 3 лет,Полная занятость,Полный день, ,"   Обслуживание серверного и сетевого оборудования;   Обеспечение резервного копирования и восстановления;   Обслуживание компьютерной техники, оргтехники, мини АТС;   Обеспечение работоспособности рабочих мест пользователей, офисной техники, телефонов;   Установка, настройка и обновление офисного ПО   Техническая поддержка пользователей;   Взаимодействие с подрядными организациями по обслуживанию оргтехники;   Взаимодействие с поставщиками оборудования и услуг;   Обслуживание системы видеонаблюдения.   ","   Опыт работы по специальности не менее 1 года;   Навыки настройки активного оборудования (коммутаторы, роутеры, Wi-Fi точки, сетевые принтеры);   Понимание принципа работы локальных сетей и маршрутизации;   Администрирование ОС Windows Server 2008R2-2019;   Понимание принципов работы сервисов AD, DHCP, DNS, RDP, GPO, Exchange;   Понимание основных принципов работы аналоговой и цифровой телефонной связи;   Умение разбираться в новых продуктах, сервисах интегрировать в среду компании;   Умение общаться с пользователями, помогать им в решении их проблем;   Опыт работы с банк-клиентами и системами КриптоПро   ","   Оформление в соответствии с Трудовым кодексом РФ;   Пятидневная рабочая неделя (с 9:00 до 18:00);   Место работы – Бизнес Центр Белый Остров, м. Черная речка/Лесная;   Достойные условия и оплата труда;   Работа в стабильной компании.   ", Windows Server 2003; Active Directory; DHCP; Настройка DNS; Администрирование серверов Windows;,14
613,613,IT Инженер,Москва,80000.0,81777.0,2020-10-14T08:26:17+0300,От 1 года до 3 лет,Полная занятость,Полный день, ,"   Развитие и продажа IT продуктов, разработанных и производимых Компанией.   Поиск заказчиков, проведение встреч, переговоров и презентаций.   Взаимодействие с заказчиками, сбор и анализ требований.   Проработка плана развития продуктов, оценка ресурсной необходимости.   Составление ТКП (при содействии подразделений компании: КБ, проектный отдел, ОИТ и т.п.);   Заключение договоров с заказчиками в рамках реализации проекта.   Контроль всех этапов реализации проектов (сроки, качество выполнения, оплата, закрывающие и технические документы).   Организация совместных работ представителей заказчика и специалистов компании.   Участие в специализированных выставках, семинарах, конференциях.   ","   Высшее образование (Экономическое с техническим уклоном).   Опыт продаж, поиска заказчиков и продвижения продуктов.   Ораторское мастерство и умение убеждать.   Умение четко ставить задачи и контролировать эффективность выполнения.   Навыки ведения личных переговоров, общения по телефону, деловой переписки.   Владение компьютером: Word, Excel, Power Point.∙ Опыт работы в отрасли от 3 лет.   Знание англ. языка.   Готовность к командировкам.   ","   Офис расположен рядом с м. Калужская (15 мин. пешком);   График работы с 8-00 до 17-00, обеденный перерыв с 12-00 до 13-00;   Оформление согласно ТК РФ с первого рабочего дня;   Стабильная заработная плата. Оклад от 80 000 руб. + премии. Система премирования разрабатывается индивидуально в период испытательного срока;   Комфортный условия труда;   Перспективы для роста и развития.   ", Ведение переговоров; Проведение презентаций; Деловая переписка; Организация презентаций; Деловое общение;,14
614,614,Помощник руководителя с опытом в IT сфере,Москва,70000.0,70000.0,2020-10-14T14:28:28+0300,От 3 до 6 лет,Полная занятость,Полный день,* Ведение календаря руководителя;,,"   Высшее образование;   Опыт успешного руководства персоналом;   Стабильность;   Обучаемость;   Активная жизненная позиция;   Нацеленность на достижение поставленных задач;   Умение брать на себя ответственность;   Если Вы считаете, что соответствуете указанным требованиям, сопроводите отклик на данную вакансию сообщением, начинающимся со слов: ""Я прочитала/прочел вашу вакансию до конца""..   Без сообщения отклики рассматриваться не будут.   ",, Деловая переписка; Телефонные переговоры; CRM; Деловая коммуникация; Деловое общение; Битрикс 24;,14
615,615,Sales manager,Москва,35000.0,50000.0,2020-10-14T09:52:11+0300,От 1 года до 3 лет,Полная занятость,Полный день,   ТАКСКОМ- 20 ЛЕТ ОПЕРЕЖАЯ ВРЕМЯ!   ,,,, Коммуникативные навыки; Навыки продаж; Деловая коммуникация; Консультирование клиентов; Грамотная речь; Пользователь ПК;,14
616,616,Эксперт IT (направление коммерция),Москва,,,2020-10-14T10:40:15+0300,От 1 года до 3 лет,Полная занятость,Полный день, ,   Участие в проектных группах в роли эксперта;   Тестирование внедряемых изменений и работа по устранению проблем;   Поиск оптимальных путей решения задач;   Консультирование смежных специалистов по техническим вопросам;   Контроль качества документации для пользователей и ИТ поддержки;   Помощь в обучении ключевых пользователей и ИТ поддержки;   Координация ИТ специалистов;   ,"   Высшее техническое образование;   Понимание бизнес-процессов, опыт в понимании бизнес-процессов retail будет преимуществом;   Опыт написания технической документации и владение инструментами для ее создания;   Знание SQL обязательно;   Знание английского языка уровня не ниже intermediate обязательно;   ","   Работа в крупном холдинге с интересными задачами;   Полностью официальное оформление и ""белая"" заработная плата;   Сплоченная команда;   Корпоративные скидки на изучение иностранных языков ;   Заработная плата по результатам собеседования, отдельно премии по KPI;   расширенный пакет ДМС;   График работы 5/2 9:00 -18:00;   Офис в шаговой доступности от метро Красносельская;   Корпоративная столовая, бесплатный паркинг.   ", SQL; Английский язык; Техническая документация;,14
617,617,Product manager,Санкт-Петербург,50000.0,120000.0,2020-10-14T10:13:40+0300,Нет опыта,Полная занятость,Полный день,"  Компания ""Легион""  является поставщиком программного обеспечения. Успешно работает на рынке с 2010 года. На сегодняшний день мы - одни из лидеров в своем сегменте. Наши партнеры: «Лаборатория Касперского», «Symantec», «1С», «ABBYY» «Kerio», «Microsoft» и многие другие.  Приглашает в свою команду менеджера по продажам IT-продуктов.  ",,,"  Если Ты активный, ответственный, коммуникабельный и хочешь много зарабатывать, компания ""Легион"" именно для тебя!  ", Активные продажи; Телефонные переговоры; B2B Продажи; Управление продажами; Холодные продажи;,14
618,618,Product manager,Москва,60000.0,80000.0,2020-10-13T17:06:06+0300,От 1 года до 3 лет,Полная занятость,Полный день,  Мы ищем ведущего специалиста поддержки для курирование работы по нашему продукту для крупного автомобильного бренда:  ,,,, Деловая коммуникация;,15
619,619,Project manager,Москва,102775.0,124084.0,2020-10-14T11:38:32+0300,От 3 до 6 лет,Полная занятость,Полный день,  Что тебя ждет:  ,,,   Работа в крупном стабильном иностранном Банке;   Фиксированный оклад в зависимости от уровня квалификации + годовой бонус по результатам работы;   Трудоустройство по ТК РФ;   Предоставление ДМС после испытательного срока;   Офис недалеко от м. Войковская (ул. Клары Цеткин);   Возможность профессионального и карьерного развития;   Программы обучения и развития в Банке.   ,,14
620,620,IT manager,Санкт-Петербург,90000.0,73120.0,2020-10-13T15:15:01+0300,От 3 до 6 лет,Полная занятость,Полный день,  Наш клиент – международная компания в сфере розничной торговли – открывает в Санкт-Петербурге позицию:   ,"   Работа с SAP   Организация и поддержка сетевой инфраструктуры в офисе и магазинах   Организация бесперебойного электропитания серверов сети и критически важных рабочих станций   Установка, настройка и сопровождение ПО   Обеспечение функционирования рабочих мест сотрудников   Поддержка и консультирование пользователей   Диагностика, конфигурирование и заказ офисной оргтехники   Утверждение графиков и определение данных, подлежащих архивированию   Организация ввода в эксплуатацию компонентов IT новых и реконструируемых объектов компании   ",   Высшее техническое образование    Обязательно : хорошее знание и опыт работы с SAP   Опыт работы в IT и поддержке пользователей от 3 лет   Навыки управления людьми    Обязательно : английский технический и разговорный на продвинутом уровне   Знание организации локальных компьютерных сетей   Знание основных характеристик прикладных программ разных производителей ПО   Знание технологии разработки ПО   ,"   Оформление по ТК РФ   Возможности для профессионального роста и обучения за счёт компании   Заработная плата от 90 000 (до вычета налогов)   Годовая премия по результатам работы   Расширенный полис ДМС со стоматологией   Страховка от несчастного случая (действует по всему миру)   Корпоративные праздники, подарки к Новому году   Скидки для сотрудников в розничной сети магазинов компании   График работы: пятидневка 9:00 - 18:00 (1 час – перерыв на обед)   Офис на В.О. (бесплатная развозка от м. Приморская)      ", Английский язык; Локальные сети; Базы данных; Управление проектами; SAP CRM;,15
621,621,"Продвижение IT-продуктов (приложения, мини игры, AP-игры)",Санкт-Петербург,70000.0,,2020-10-13T12:30:28+0300,Нет опыта,Полная занятость,Полный день,   «AK-Digital» это внутренний IT-стартап группы компаний «АК-Сервис».    ,,,, Мобильность; Пользователь ПК; Поиск и привлечение клиентов; Проведение презентаций; Навыки переговоров; Развитие продаж; Английский язык; Работа в команде; Активные продажи;,15
622,622,IT Аналитик,Москва,96750.0,110100.0,2020-10-14T12:58:33+0300,Более 6 лет,Полная занятость,Полный день," IT Business/System Analyst to work with Finance, Risk, AML/Compliance SMEs and users as well as a group of seasoned technology professionals to deliver technology projects for the business. The individual will interact with the functional/business teams and be responsible for collating and analyzing the business requirements and be the liaison between technology software engineers and business teams.   Responsibilities:  ",,,,,14
623,623,Project manager,Москва,102775.0,124084.0,2020-10-14T13:39:44+0300,От 3 до 6 лет,Полная занятость,Полный день,"  Компания ОВЕН – крупный российский разработчик и производитель контрольно-измерительных приборов и средств промышленной автоматизации (КИП, АСУ ТП) .   ",,,, Информационные технологии; Автоматизированное рабочее место (АРМ); AllFusion ERwin Data Modeler; руководитель проекта; HRIS; автоматизация HR;,14
624,624,Project manager,Санкт-Петербург,91257.0,111547.0,2020-10-14T08:51:48+0300,От 1 года до 3 лет,Полная занятость,Полный день, ,"   Подготовка актов, подготовка отчетов, согласование, внесение в учетные системы   Оптимизация работы в рамках зоны ответственности (упрощать, сокращать, автоматизировать)   Администрирование задач (контроль сроков, актуальности информации, управление задачами в Jira)   Коммуникация с исполнителями по вопросам выделения ресурсов, смены приоритетов и т.д.   ","   Высшее образование   Опыт составления отчетов   Высокий уровень владения Excel   Развитые аналитические способности   Грамотная устная и письменная речь   Исполнительность, инициативность, ответственность   Желателен опыт работы специалистом по документообороту, с системами учета (1С или иными)   ","   Достойный уровень заработной платы, официальное оформление, социальные гарантии   Комфортные условия: гибкий график работы, свободный дресс-код, кофе-поинты на каждом этаже с чаем/какао/кофе, игровая зона для активных перерывов, спортзал в офисе   Развитие и обучение: оплата внешних тренингов, семинаров и конференций   Бизнес центр класса ""А"" (Московский проспект, м. Фрунзенская), полная инфраструктурная обеспеченность: паркинг, несколько точек общественного питания, кафетерий, вендинговые аппараты   ", Обучение и развитие; Грамотная речь; 1С: Документооборот; 1С: Управление персоналом; Грамотность;,14
625,625,IT Аналитик,Санкт-Петербург,105000.0,,2020-10-13T09:26:01+0300,От 1 года до 3 лет,Полная занятость,Полный день, ,"   Управление требованиями в рамках ИТ-проектов   Создание и описание новых бизнес-процессов, анализ существующих процессов, оценка изменений   Выявление и формализация требований бизнеса, функциональных и нефункциональных требований   Формирование бизнес-эффектов ИТ-проектов, расчет инвестиционных показателей, обоснование эффективности   Формирование проектной документации – устава проекта, бизнес-требований, функционально-технических требований, технического проекта, технического задания, протоколов тестирования и т.д.   Подготовка проектов к инвестзащитам в части финансового анализа, подготовка презентаций (визуализация показателей, метрик и т.п.)   ","   Высшее образование   Опыт анализа и описания бизнес-процессов (в ИТ-проектах)   Понимание и умение учитывать экономические показатели в проектах   Владение методологией процессного управления   Знание ПО: MS Office, MS Project, Visio   Аналитический склад ума, системное мышление, способность осмыслить организацию, как систему   ","   Работа в стабильной, динамично развивающейся компании   Перспектива профессионального роста, возможность обучения   ДМС, страхование жизни   Годовой бонус по результатам деятельности   Уровень заработной платы обсуждается по итогам собеседования   ", Бизнес-анализ; MS Project; MS Visio; Управление проектами; Анализ инвестиционных проектов; Системное мышление; Экономический анализ;,15
